"Biomi %Alta","Biomi %Bassa","Fazioni","Grado Sfida","Link 5et","Nome","Tag","Tipo","Descrizione"
"Montagna","","","0.5","https://5e.tools/bestiary.html#magmin_mm","Magmin","Fuoco","Elementale",""
"Fuoco","","","","","","","",""
"Vulcano","","","","","","","",""
"","","","","","","Endemico","",""
"Montagna","","Fuoco","1.0","https://5e.tools/bestiary.html#fire%20snake_mm","Serpente di Fuoco","Fuoco","Elementale",""
"Fuoco","","","","","","","",""
"Vulcano","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Endemico","",""
"","","","","","","Serpente","",""
"Montagna","","","5.0","https://5e.tools/bestiary.html#salamander_mm","Salamandra","Fuoco","Elementale",""
"Fuoco","","","","","","","",""
"Vulcano","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Endemico","",""
"Fuoco","","","9.0","https://5e.tools/bestiary.html#fire%20elemental%20myrmidon_mtf","Elemental Myrmidon, Fire","Fuoco","Elementale",""
"","","","","","","Endemico","",""
"","","","","","","Interessante","",""
"Montagna","","Terra","5.0","https://5e.tools/bestiary.html#earth%20elemental_mm","Elementare della Terra","Terra","Elementale",""
"Terra","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Endemico","",""
"","","","","","","Interessante","",""
"Foresta","","Terra","3.0","https://5e.tools/bestiary.html#flail%20snail_vgm","Flail Snail","Terra","Elementale",""
"Palude","","","","","","","",""
"Terra","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Insetto","",""
"","","","","","","Endemico","",""
"","","","","","","Interessante","",""
"Montagna","","Terra","11.0","https://5e.tools/bestiary.html#dao_mm","Dao","Terra","Elementale",""
"Terra","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Genio","",""
"","","","","","","Sociale","",""
"","","","","","","Boss","",""
"Terra","","Terra","2.0","https://5e.tools/bestiary.html#gargoyle_mm","Gargoyle","Terra","Elementale",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Non Violento","",""
"Collina","","Terra","5.0","https://5e.tools/bestiary.html#xorn_mm","Xorn","Terra","Elementale",""
"Montagna","","","","","","","",""
"Terra","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Endemico","",""
"","","","","","","Interessante","",""
"Collina","","Terra","6.0","https://5e.tools/bestiary.html#galeb%20duhr_mm","Galeb Duhr","Terra","Elementale",""
"Montagna","","","","","","","",""
"Terra","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Non Violento","",""
"","","","","","","Interessante","",""
"Terra","","Terra","8.0","https://5e.tools/bestiary.html#earth%20elemental%20myrmidon_mtf","Elemental Myrmidon, Earth","Terra","Elementale",""
"","","","","","","Endemico","",""
"","","","","","","Interessante","",""
"Terra","","Terra","22.0","https://5e.tools/bestiary.html#zaratan_mtf","Zaratan","Terra","Elementale",""
"","","","","","","Boss","",""
"","","","","","","Interessante","",""
"Coste","","Megere","2.0","https://5e.tools/bestiary.html#sea%20hag_mm","Megera Marina","Sociale","Fatato",""
"Feywild","","","","","","","",""
"A Dolce","","","","","","","",""
"","","","","","","Megera","",""
"","","","","","","Boss","",""
"","","","","","","Interessante","",""
"Foresta","","Megere","3.0","https://5e.tools/bestiary.html#green%20hag_mm","Megera Verde","Sociale","Fatato",""
"Collina","","","","","","","",""
"Palude","","","","","","","",""
"Feywild","","","","","","","",""
"","","","","","","Megera","",""
"","","","","","","Boss","",""
"","","","","","","Interessante","",""
"Collina","","Megere","6.0","https://5e.tools/bestiary.html#annis%20hag_vgm","Annis Hag","Sociale","Fatato",""
"Montagna","","","","","","","",""
"Feywild","","","","","","","",""
"","","","","","","Megera","",""
"","","","","","","Boss","",""
"","","","","","","Interessante","",""
"Artico","","Megere","7.0","https://5e.tools/bestiary.html#bheur%20hag_vgm","Bheur Hag","Sociale","Fatato",""
"Feywild","","","","","","","",""
"","","","","","","Megera","",""
"","","","","","","Boss","",""
"","","","","","","Interessante","",""
"Foresta","","","2.0","https://5e.tools/bestiary.html#meenlock_vgm","Meenlock","Insetto","Fatato",""
"Palude","","","","","","","",""
"Feywild","","","","","","","",""
"","","","","","","Endemico","",""
"Foresta","","Feywild","0.125","https://5e.tools/bestiary.html#boggle_vgm","Boggle","Sociale","Fatato",""
"Collina","","","","","","","",""
"Feywild","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Non Violento","",""
"","","","","","","Interessante","",""
"Foresta","","Feywild","0.25","https://5e.tools/bestiary.html#pixie_mm","Pixie","Sociale","Fatato",""
"Feywild","","","","","","","",""
"","","","","","","Non Violento","",""
"","","","","","","Interessante","",""
"Foresta","","Feywild","0.25","https://5e.tools/bestiary.html#sprite_mm","Spiritello","Sociale","Fatato",""
"Feywild","","","","","","","",""
"","","","","","","Non Violento","",""
"","","","","","","Interessante","",""
"Foresta","","Feywild","0.5","https://5e.tools/bestiary.html#satyr_mm","Satiro","Sociale","Fatato",""
"Feywild","","","","","","","",""
"","","","","","","Non Violento","",""
"","","","","","","Interessante","",""
"Foresta","","Feywild","0.5","https://5e.tools/bestiary.html#darkling_vgm","Darkling","Sociale","Fatato",""
"Palude","","","","","","","",""
"Feywild","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Non Violento","",""
"","","","","","","Interessante","",""
"Foresta","","Feywild","1.0","https://5e.tools/bestiary.html#dryad_mm","Driade","Sociale","Fatato",""
"Feywild","","","","","","","",""
"","","","","","","Non Violento","",""
"","","","","","","Interessante","",""
"Foresta","","Feywild","1.0","https://5e.tools/bestiary.html#quickling_vgm","Quickling","Sociale","Fatato",""
"Feywild","","","","","","","",""
"","","","","","","Non Violento","",""
"","","","","","","Interessante","",""
"Foresta","","Feywild","2.0","https://5e.tools/bestiary.html#darkling%20elder_vgm","Darkling Elder","Sociale","Fatato",""
"Palude","","","","","","","",""
"Feywild","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Non Violento","",""
"","","","","","","Interessante","",""
"Foresta","","Feywild","3.0","https://5e.tools/bestiary.html#redcap_vgm","Redcap","Sociale","Fatato",""
"Collina","","","","","","","",""
"Palude","","","","","","","",""
"Feywild","","","","","","","",""
"","","","","","","Non Violento","",""
"","","","","","","Interessante","",""
"Foresta","","Feywild","7.0","https://5e.tools/bestiary.html#korred_vgm","Korred","Sociale","Fatato",""
"Feywild","","","","","","","",""
"","","","","","","Non Violento","",""
"","","","","","","Interessante","",""
"Foresta","Prateria","","0.25","https://5e.tools/bestiary.html#blink%20dog_mm","Cane Intermittente","Cane","Fatato",""
"Feywild","","","","","","","",""
"","Collina","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Interessante","",""
"Collina","","Giganti","5.0","https://5e.tools/bestiary.html#hill%20giant_mm","Gigante delle Colline","Sociale","Gigante",""
"","","","","","","Gigante","",""
"","","","","","","Colline","",""
"","","","","","","Interessante","",""
"Prateria","","","6.0","https://5e.tools/bestiary.html#mouth%20of%20grolantor_vgm","Mouth of Grolantor","Sociale","Gigante","<p>I giganti delle colline conoscono i tipi di alimenti che li rendono più grassi e capiscono che sforzarsi troppo tende a renderli più magri. Ciò che i bruti pigri non capiscono sono le cose che li fanno ammalare. Consumano cibo avariato e carcasse malate con lo stesso entusiasmo dei bambini che mangiano il dessert. Fortunatamente per i giganti delle colline, hanno la costituzione di un avvoltoio e raramente soffrono per tali abitudini alimentari. Questo rende ancora più misterioso per loro quando uno della loro specie si ammala e non è in grado di trattenere il cibo. I giganti delle colline vomitanti sono visti come vasi di un messaggio di Grolantor.</p><p>Il clan separa il gigante malato dagli altri, spesso intrappolando il gigante in una gabbia o legandolo a un palo. Un prete di Grolantor o un capotribù visita quotidianamente il gigante affamato, cercando di leggere i presagi nelle pozzanghere di bile che il gigante delle colline ha vomitato. Se la malattia passa presto, il gigante delle colline può rientrare nella società. In caso contrario, il gigante delle colline è invece affamato fino alla follia in modo che la fame di Grolantor possa avere una bocca nel mondo.</p><p><strong><em>&nbsp;Affamato e pazzo.&nbsp;</em></strong>Una bocca di Grolantor è così disonorata che cessa di essere un individuo e diventa un oggetto.&nbsp;Paradossalmente, quell'oggetto è venerato come una sacra incarnazione della fame eterna e dolorosa di Grolantor.&nbsp;A differenza di un tipico gigante delle colline spesso, pigro e mezzo addormentato, una bocca di Grolantor è sottile come un frustino, vigile come un uccello e si contorce costantemente attorno ai bordi.&nbsp;Una bocca di Grolantor è tenuta perennemente imprigionata o incatenata;&nbsp;se si libera, ucciderà sicuramente alcuni giganti delle colline prima di essere abbattuto o scappa via in una follia omicida.&nbsp;L'unico momento in cui una bocca di Grolantor viene liberata è durante una guerra, un'incursione contro un insediamento nemico o in un'ultima disperata difesa della casa della tribù.&nbsp;Quando la bocca di Grolantor ha massacrato e mangiato a sazietà i nemici della tribù, sviene tra i resti cruenti delle sue vittime,</p>"
"Collina","","","","","","","",""
"","","","","","","Gigante","",""
"","","","","","","Colline","",""
"","","","","","","Interessante","",""
"Feywild","","","8.0","https://5e.tools/bestiary.html#fomorian_mm","Fomorian","Fatato","Gigante",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Endemico","",""
"","","","","","","Sconosciuto","",""
"Montagna","","Giganti","9.0","https://5e.tools/bestiary.html#fire%20giant_mm","Gigante del Fuoco","Sociale","Gigante",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","Fuoco","","","","","",""
"","","","","","","Gigante","",""
"","","","","","","Fuoco","",""
"","","","","","","Interessante","",""
"Montagna","","Giganti","14.0","https://5e.tools/bestiary.html#fire%20giant%20dreadnought_vgm","Gigante del Fuoco - Dreadnought","Sociale","Gigante",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","Fuoco","","","","","",""
"","","","","","","Gigante","",""
"","","","","","","Fuoco","",""
"","","","","","","Boss","",""
"","","","","","","Interessante","",""
"Artico","","Giganti","8.0","https://5e.tools/bestiary.html#frost%20giant_mm","Gigante del Gelo","Sociale","Gigante",""
"Montagna","","","","","","","",""
"","","","","","","Gigante","",""
"","","","","","","Ghiaccio","",""
"","","","","","","Interessante","",""
"Artico","","Giganti","12.0","https://5e.tools/bestiary.html#frost%20giant%20everlasting%20one_vgm","Gigante del Gelo - Everlasting One","Sociale","Gigante",""
"Montagna","","","","","","","",""
"","","","","","","Gigante","",""
"","","","","","","Ghiaccio","",""
"","","","","","","Boss","",""
"","","","","","","Interessante","",""
"Montagna","","Giganti","9.0","https://5e.tools/bestiary.html#cloud%20giant_mm","Gigante delle Nuvole","Sociale","Gigante",""
"","","","","","","Gigante","",""
"","","","","","","Nuvole","",""
"","","","","","","Interessante","",""
"Montagna","","Giganti","11.0","https://5e.tools/bestiary.html#cloud%20giant%20smiling%20one_vgm","Gigante delle Nuvole - Smiling One","Sociale","Gigante",""
"","","","","","","Gigante","",""
"","","","","","","Nuvole","",""
"","","","","","","Boss","",""
"","","","","","","Interessante","",""
"Collina","","Giganti","7.0","https://5e.tools/bestiary.html#stone%20giant_mm","Gigante delle Pietre","Sociale","Gigante",""
"Montagna","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Gigante","",""
"","","","","","","Pietre","",""
"","","","","","","Interessante","",""
"Collina","","Giganti","10.0","Stone%20Giant%20Dreamwalker","Gigante delle Pietre - Dreamwalker","Sociale","Gigante",""
"Montagna","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Gigante","",""
"","","","","","","Pietre","",""
"","","","","","","Boss","",""
"","","","","","","Interessante","",""
"Coste","","Giganti","13.0","https://5e.tools/bestiary.html#storm%20giant_mm","Gigante delle Tempeste","Sociale","Gigante",""
"","","","","","","Gigante","",""
"","","","","","","Tempeste","",""
"","","","","","","Interessante","",""
"Artico","","Giganti","16.0","https://5e.tools/bestiary.html#storm%20giant%20quintessent_vgm","Gigante delle Tempeste - Quinta essenza","Sociale","Gigante",""
"Deserto","","","","","","","",""
"Montagna","","","","","","","",""
"Coste","","","","","","","",""
"","","","","","","Gigante","",""
"","","","","","","Tempeste","",""
"","","","","","","Boss","",""
"","","","","","","Interessante","",""
"Collina","Foresta","","4.0","https://5e.tools/bestiary.html#ettin_mm","Ettin","Endemico","Gigante",""
"Montagna","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Prateria","","","","","","",""
"Deserto","","Ogre","6.0","https://5e.tools/bestiary.html#cyclops_mm","Ciclope","Ogre","Gigante",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Coste","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"","","","","","","Interessante","",""
"Deserto","Artico","Ogre","1.0","https://5e.tools/bestiary.html#half-ogre%20(ogrillon)_mm","Half-Ogre","Ogre","Gigante","<p>Quando un ogre si accoppia con un umano, un hobgoblin, un Bugbear o un orco, il risultato è sempre un Mezzogre.&nbsp;(Gli orchi non si accoppiano con i nani, gli halfling o gli elfi. Li mangiano.) Le madri umane raramente sopravvivono alla nascita di una progenie di mezz'ogre.</p>"
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Palude","","","","","","","",""
"Coste","","","","","","","",""
"A Dolce","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","Orchi","","","","","",""
"","","","","","","Sociale","",""
"Deserto","Artico","Ogre","2.0","https://5e.tools/bestiary.html#ogre_mm","Ogre","Ogre","Gigante","<p>Gli orchi sono tanto pigri di mente quanto forti di corpo.&nbsp;Vivono razziando, rovistando e uccidendo per cibo e piacere.&nbsp;L'esemplare adulto medio è alto tra 9 e 10 piedi e pesa quasi mille libbre.</p>"
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Palude","","","","","","","",""
"Coste","","","","","","","",""
"A Dolce","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","Orchi","","","","","",""
"","","","","","","Sociale","",""
"Deserto","Artico","Ogre","2.0","https://5e.tools/bestiary.html#ogre%20bolt%20launcher_mtf","Ogre Bolt Launcher","Ogre","Gigante",""
